city,city_ascii,lat,lng,iso3,population,continent
Sembabule,Sembabule,-0.0772,31.4567,UGA,,Africa
Kamwenge,Kamwenge,0.2111,30.4208,UGA,,Africa
Wakiso,Wakiso,0.4044,32.4594,UGA,,Africa
Ntungamo,Ntungamo,-0.8794,30.2642,UGA,16400,Africa
Nakasongola,Nakasongola,1.3089,32.4564,UGA,6921,Africa
Kabale,Kabale,-1.2496,29.98,UGA,44600,Africa
Masindi,Masindi,1.6744,31.715,UGA,31486,Africa
Rakai,Rakai,-0.72,31.4839,UGA,,Africa
Isingiro,Isingiro,-0.8686,30.8302,UGA,,Africa
Masindi-Port,Masindi-Port,1.7004,32.0699,UGA,8319,Africa
Zombo,Zombo,2.5135,30.9091,UGA,,Africa
Pallisa,Pallisa,1.145,33.7094,UGA,30745,Africa
Luwero,Luwero,0.8492,32.4731,UGA,,Africa
Kotido,Kotido,2.9806,34.1331,UGA,,Africa
Lira,Lira,2.2604,32.89,UGA,135445,Africa
Mubende,Mubende,0.5904,31.37,UGA,18936,Africa
Buikwe,Buikwe,0.3375,33.0106,UGA,,Africa
Lamwo,Lamwo,3.5297,32.8016,UGA,,Africa
Agago,Agago,2.8338,33.3336,UGA,,Africa
Napak,Napak,2.2514,34.2501,UGA,,Africa
Luuka Town,Luuka Town,0.7008,33.3002,UGA,,Africa
Otuke,Otuke,2.5004,33.5007,UGA,,Africa
Alebtong,Alebtong,2.2447,33.2547,UGA,,Africa
Amuria,Amuria,2.0036,33.6511,UGA,,Africa
Kole,Kole,2.4002,32.8003,UGA,,Africa
Oyam,Oyam,2.235,32.385,UGA,,Africa
Abim,Abim,2.7017,33.6761,UGA,,Africa
Kaabong,Kaabong,3.5204,34.12,UGA,1137,Africa
Binyin,Binyin,1.4167,34.5333,UGA,,Africa
Bulambuli,Bulambuli,1.1667,34.3833,UGA,,Africa
Bududa,Bududa,1.0112,34.3311,UGA,,Africa
Amudat,Amudat,1.95,34.95,UGA,,Africa
Bukwa,Bukwa,1.2592,34.7539,UGA,,Africa
Kapchorwa,Kapchorwa,1.3965,34.4509,UGA,,Africa
Masaka,Masaka,-0.3296,31.73,UGA,65373,Africa
Mbale,Mbale,1.0904,34.17,UGA,402368,Africa
Mbarara,Mbarara,-0.5996,30.65,UGA,83700,Africa
Tororo,Tororo,0.7104,34.17,UGA,150000,Africa
Sironko,Sironko,1.25,34.3,UGA,14100,Africa
Rubirizi,Rubirizi,-0.2989,30.1336,UGA,,Africa
Mitoma,Mitoma,-0.6842,30.07,UGA,,Africa
Ntoroko,Ntoroko,1.0411,30.4811,UGA,,Africa
Kanoni,Kanoni,0.1772,31.8811,UGA,,Africa
Kibingo,Kibingo,-0.626,30.4359,UGA,,Africa
Nakaseke,Nakaseke,0.7517,32.385,UGA,,Africa
Ibanda,Ibanda,-0.1539,30.5319,UGA,,Africa
Namayingo,Namayingo,0.2398,33.8849,UGA,,Africa
Kitamilo,Kitamilo,0.2222,33.2061,UGA,,Africa
Kyegegwa,Kyegegwa,0.5022,31.0414,UGA,,Africa
Lwengo,Lwengo,-0.4161,31.4081,UGA,,Africa
Bukomansimbi,Bukomansimbi,-0.1578,31.6042,UGA,,Africa
Kalungu,Kalungu,-0.1667,31.7569,UGA,,Africa
Kiruhura,Kiruhura,-0.2356,30.8725,UGA,,Africa
Lyantonde,Lyantonde,-0.4031,31.1572,UGA,,Africa
Buyende,Buyende,1.1517,33.155,UGA,,Africa
Ngora,Ngora,1.4314,33.7772,UGA,,Africa
Kibuku,Kibuku,1.0433,33.7975,UGA,,Africa
Buhweju,Buhweju,-0.3503,30.3003,UGA,,Africa
Bukedea,Bukedea,1.3169,34.0506,UGA,,Africa
Kampala,Kampala,0.3167,32.5833,UGA,1420000,Africa
Nebbi,Nebbi,2.4758,31.1025,UGA,30354,Africa
Bombo,Bombo,0.5833,32.5333,UGA,75000,Africa
Koboko,Koboko,3.4136,30.9599,UGA,,Africa
Arua,Arua,3.0204,30.9,UGA,250000,Africa
Maracha,Maracha,3.2704,30.9553,UGA,,Africa
Yumbe,Yumbe,3.4651,31.2469,UGA,,Africa
Bulisa,Bulisa,2.1178,31.4116,UGA,,Africa
Kiryandongo,Kiryandongo,1.8763,32.0622,UGA,,Africa
Gulu,Gulu,2.78,32.28,UGA,146858,Africa
Adjumani,Adjumani,3.3614,31.8097,UGA,34700,Africa
Moyo,Moyo,3.6504,31.72,UGA,22434,Africa
Nwoya,Nwoya,2.6342,32.0011,UGA,,Africa
Amuru,Amuru,2.8139,31.9387,UGA,,Africa
Kisoro,Kisoro,-1.3539,29.6983,UGA,12900,Africa
Kitgum,Kitgum,3.3004,32.87,UGA,56891,Africa
Pader,Pader,3.05,33.2167,UGA,,Africa
Katakwi,Katakwi,1.8911,33.9661,UGA,8400,Africa
Entebbe,Entebbe,0.0604,32.46,UGA,175128,Africa
Moroto,Moroto,2.5403,34.64,UGA,371,Africa
Mayuge,Mayuge,0.4578,33.4806,UGA,,Africa
Mityana,Mityana,0.4004,32.05,UGA,41131,Africa
Bundibugyo,Bundibugyo,0.7085,30.0634,UGA,,Africa
Fort Portal,Fort Portal,0.671,30.275,UGA,42670,Africa
Manafwa,Manafwa,0.9784,34.3743,UGA,,Africa
Namutumba,Namutumba,0.8363,33.6858,UGA,,Africa
Butaleja,Butaleja,0.9166,33.9563,UGA,,Africa
Kaliro,Kaliro,0.8949,33.5048,UGA,,Africa
Gombe,Gombe,0.1818,32.1158,UGA,,Africa
Soroti,Soroti,1.7104,33.6,UGA,1038,Africa
Amolatar,Amolatar,1.6378,32.8448,UGA,,Africa
Apac,Apac,1.9845,32.534,UGA,,Africa
Mpigi,Mpigi,0.225,32.3136,UGA,11082,Africa
Kamuli,Kamuli,0.9472,33.1197,UGA,12764,Africa
Iganga,Iganga,0.6092,33.4686,UGA,45024,Africa
Kyankwanzi,Kyankwanzi,1.1987,31.8062,UGA,,Africa
Busia,Busia,0.4544,34.0758,UGA,47100,Africa
Kagadi,Kagadi,0.9378,30.8089,UGA,,Africa
Mparo,Mparo,-1.1647,30.0378,UGA,,Africa
Bupoto,Bupoto,0.9061,34.3578,UGA,,Africa
Butebo,Butebo,1.1942,33.9222,UGA,,Africa
Kakumiro,Kakumiro,0.7806,31.3236,UGA,,Africa
Kibiito,Kibiito,0.4772,30.1925,UGA,,Africa
Pakwach,Pakwach,2.4704,31.48,UGA,17541,Africa
Palenga,Palenga,2.6131,32.3369,UGA,,Africa
Rubanda,Rubanda,-1.1883,29.8461,UGA,,Africa
Kasaali,Kasaali,-0.6167,31.55,UGA,,Africa
Dokolo,Dokolo,1.9167,33.172,UGA,,Africa
Serere,Serere,1.518,33.4589,UGA,,Africa
Kaberamaido,Kaberamaido,1.7389,33.1594,UGA,3400,Africa
Trinidad,Trinidad,-33.544,-56.901,URY,21093,South America
Paso de los Toros,Paso de los Toros,-32.81,-56.51,URY,13221,South America
Santa Lucía,Santa Lucia,-34.47,-56.4,URY,16438,South America
Tranqueras,Tranqueras,-31.2,-55.75,URY,7474,South America
Montevideo,Montevideo,-34.858,-56.1711,URY,1513000,South America
Vergara,Vergara,-32.93,-53.95,URY,3998,South America
José Batlle y Ordóñez,Jose Batlle y Ordonez,-33.47,-55.12,URY,2438,South America
La Paloma,La Paloma,-34.67,-54.17,URY,3230,South America
Castillos,Castillos,-34.1696,-53.83,URY,7686,South America
Lascano,Lascano,-33.6696,-54.2,URY,6976,South America
Punta del Este,Punta del Este,-34.97,-54.95,URY,159000,South America
Aiguá,Aigua,-34.2,-54.75,URY,2692,South America
Carmelo,Carmelo,-33.9896,-58.3,URY,16921,South America
Artigas,Artigas,-30.416,-56.486,URY,41909,South America
Canelones,Canelones,-34.538,-56.284,URY,19698,South America
Durazno,Durazno,-33.41,-56.51,URY,34037,South America
Florida,Florida,-34.099,-56.215,URY,32234,South America
Fray Bentos,Fray Bentos,-33.139,-58.304,URY,23279,South America
Maldonado,Maldonado,-34.91,-54.96,URY,55478,South America
Melo,Melo,-32.3595,-54.18,URY,55494,South America
Mercedes,Mercedes,-33.2595,-58.03,URY,42359,South America
Minas,Minas,-34.37,-55.23,URY,41180,South America
Paysandú,Paysandu,-32.33,-58.08,URY,79016,South America
Rivera,Rivera,-30.8996,-55.56,URY,200000,South America
Rocha,Rocha,-34.483,-54.333,URY,26874,South America
Salto,Salto,-31.3903,-57.9687,URY,105690,South America
Tacuarembó,Tacuarembo,-31.71,-55.98,URY,54277,South America
Treinta y Tres,Treinta y Tres,-33.23,-54.38,URY,27684,South America
Trinidad,Trinidad,-33.5169,-56.8981,URY,,South America
Bella Unión,Bella Union,-30.2596,-57.6,URY,22723,South America
Baltasar Brum,Baltasar Brum,-30.73,-57.32,URY,2517,South America
San José de Mayo,San Jose de Mayo,-34.35,-56.71,URY,36529,South America
Colonia del Sacramento,Colonia del Sacramento,-34.48,-57.84,URY,21714,South America
Urgut,Urgut,39.4007,67.2607,UZB,99675,Asia
Qoqon,Qoqon,40.5404,70.94,UZB,350000,Asia
Iskandar,Iskandar,41.5507,69.6807,UZB,195633,Asia
Shahrisabz,Shahrisabz,39.0618,66.8315,UZB,498545,Asia
Olmaliq,Olmaliq,40.8504,69.595,UZB,121207,Asia
Samarqand,Samarqand,39.67,66.945,UZB,708000,Asia
Fargona,Fargona,40.39,71.78,UZB,750000,Asia
Chirchiq,Chirchiq,41.455,69.56,UZB,167842,Asia
Angren,Angren,41.0304,70.1549,UZB,202070,Asia
Guliston,Guliston,40.4957,68.7907,UZB,95520,Asia
Qunghirot,Qunghirot,43.0704,58.9,UZB,57758,Asia
Tashkent,Tashkent,41.3117,69.2949,UZB,2184000,Asia
Muynoq,Muynoq,43.7683,59.0214,UZB,13000,Asia
Jizzax,Jizzax,40.1004,67.83,UZB,235352,Asia
Bukhara,Bukhara,39.78,64.43,UZB,319476,Asia
Khiwa,Khiwa,41.3911,60.3557,UZB,149751,Asia
Nukus,Nukus,42.47,59.615,UZB,230006,Asia
Kogon,Kogon,39.7211,64.5458,UZB,107566,Asia
Khujayli,Khujayli,42.4047,59.4517,UZB,60401,Asia
Zarafshon,Zarafshon,41.5822,64.2018,UZB,63543,Asia
Navoi,Navoi,40.1104,65.355,UZB,214828,Asia
Chimboy,Chimboy,42.9311,59.7708,UZB,36917,Asia
Andijon,Andijon,40.79,72.34,UZB,650000,Asia
Urgentch,Urgentch,41.56,60.64,UZB,150110,Asia
Namangan,Namangan,41,71.67,UZB,750000,Asia
Navoiy,Navoiy,40.1,65.3667,UZB,,Asia
Qarshi,Qarshi,38.8704,65.8,UZB,386361,Asia
Termiz,Termiz,37.2329,67.2729,UZB,177687,Asia
Denow,Denow,38.2772,67.8872,UZB,217274,Asia
Kattaqorgon,Kattaqorgon,39.9007,66.2608,UZB,247113,Asia
Kingstown,Kingstown,13.1483,-61.2121,VCT,49485,North America
Anaco,Anaco,9.44,-64.46,VEN,117596,South America
Machiques,Machiques,10.0704,-72.5499,VEN,62968,South America
La Esmeralda,La Esmeralda,3.1738,-65.5466,VEN,150,South America
Chaguaramas,Chaguaramas,9.2159,-63.7523,VEN,15000,South America
Santa Rita,Santa Rita,10.5318,-71.5039,VEN,31810,South America
Puerto Cabello,Puerto Cabello,10.4704,-68.17,VEN,174000,South America
El Dorado,El Dorado,6.7333,-61.6333,VEN,2383,South America
Valera,Valera,9.32,-70.62,VEN,191167,South America
Upata,Upata,8.0204,-62.41,VEN,53685,South America
San Carlos del Zulia,San Carlos del Zulia,9.0104,-71.92,VEN,97288,South America
Porlamar,Porlamar,10.9604,-63.85,VEN,196934,South America
El Manteco,El Manteco,7.3504,-62.5333,VEN,2215,South America
Ciudad Guayana,Ciudad Guayana,8.37,-62.62,VEN,746535,South America
Carúpano,Carupano,10.67,-63.23,VEN,126293,South America
El Tigre,El Tigre,8.8903,-64.26,VEN,197440,South America
Zaraza,Zaraza,9.3404,-65.32,VEN,41483,South America
Valle de la Pascua,Valle de la Pascua,9.21,-66.02,VEN,89080,South America
Altagracia de Orituco,Altagracia de Orituco,9.8504,-66.38,VEN,40052,South America
Maiquetía,Maiquetia,10.6004,-66.97,VEN,315442,South America
Ocumare del Tuy,Ocumare del Tuy,10.12,-66.78,VEN,166072,South America
Guasdualito,Guasdualito,7.24,-70.74,VEN,30860,South America
Caracas,Caracas,10.501,-66.917,VEN,2985000,South America
Punto Fijo,Punto Fijo,11.72,-70.21,VEN,234736,South America
Acarigua,Acarigua,9.5804,-69.2,VEN,260921,South America
Puerto la Cruz,Puerto la Cruz,10.17,-64.68,VEN,546616,South America
Carora,Carora,10.19,-70.08,VEN,149711,South America
Calabozo,Calabozo,8.9304,-67.44,VEN,117132,South America
Cabimas,Cabimas,10.43,-71.45,VEN,441094,South America
Barcelona,Barcelona,10.1304,-64.72,VEN,600954,South America
Barinas,Barinas,8.6,-70.25,VEN,284289,South America
Barquisimeto,Barquisimeto,10.05,-69.3,VEN,1116000,South America
Ciudad Bolívar,Ciudad Bolivar,8.1,-63.6,VEN,338000,South America
Coro,Coro,11.42,-69.68,VEN,195227,South America
Cumaná,Cumana,10.45,-64.18,VEN,317603,South America
Guanare,Guanare,9.05,-69.75,VEN,151642,South America
La Guaira,La Guaira,10.6004,-66.93,VEN,,South America
Los Teques,Los Teques,10.42,-67.02,VEN,303470,South America
Maracaibo,Maracaibo,10.73,-71.66,VEN,2072000,South America
Maracay,Maracay,10.2469,-67.5958,VEN,1007000,South America
Maturín,Maturin,9.75,-63.17,VEN,410972,South America
Merida,Merida,8.4,-71.13,VEN,345489,South America
San Carlos,San Carlos,9.658,-68.59,VEN,77192,South America
San Cristóbal,San Cristobal,7.77,-72.25,VEN,438798,South America
San Felipe,San Felipe,10.336,-68.746,VEN,76766,South America
San Fernando de Apure,San Fernando de Apure,7.9,-67.4699,VEN,122701,South America
San Juan De Los Morros,San Juan De Los Morros,9.901,-67.354,VEN,87739,South America
Trujillo,Trujillo,9.3804,-70.44,VEN,50353,South America
Tucupita,Tucupita,9.0605,-62.06,VEN,51534,South America
Valencia,Valencia,10.23,-67.98,VEN,1770000,South America
Puerto Ayacucho,Puerto Ayacucho,5.6639,-67.6236,VEN,52526,South America
La Asunción,La Asuncion,11.0333,-63.8833,VEN,35084,South America
Road Town,Road Town,18.4167,-64.6167,VGB,,North America
Qu_ng Tr_,Quang Tri,16.7504,107.2,VNM,72722,Asia
Thanh Hóa,Thanh Hoa,19.82,105.8,VNM,197551,Asia
Vung Tau,Vung Tau,10.3554,107.085,VNM,248767,Asia
Play Ku,Play Ku,13.9833,108,VNM,142900,Asia
Cam Ranh,Cam Ranh,11.902,109.2207,VNM,146771,Asia
_ông Hà,Dong Ha,16.85,107.1333,VNM,17662,Asia
B_c Liêu,Bac Lieu,9.2804,105.72,VNM,225000,Asia
Luan Chau,Luan Chau,21.74,103.343,VNM,7335,Asia
M_ Tho,My Tho,10.3504,106.35,VNM,124143,Asia
B_c Giang,Bac Giang,21.267,106.2,VNM,53728,Asia
B_c Ninh,Bac Ninh,21.1861,106.0763,VNM,,Asia
Qu_ng Ngãi,Quang Ngai,15.1504,108.83,VNM,250000,Asia
Long Xuyen,Long Xuyen,10.3804,105.42,VNM,350000,Asia
B_c K_n,Bac Kan,22.1333,105.8333,VNM,29227,Asia
Thái Bình,Thai Binh,20.4503,106.333,VNM,210000,Asia
Nam __nh,Nam Dinh,20.42,106.2,VNM,243186,Asia
Thành Ph_ Bà R_a,Thanh Pho Ba Ria,10.4963,107.1684,VNM,,Asia
Lao Chi,Lao Chi,22.5014,103.966,VNM,67206,Asia
Tuyên Quang,Tuyen Quang,21.818,105.211,VNM,36430,Asia
Da Nang,Da Nang,16.06,108.25,VNM,1000000,Asia
V_nh Yên,Vinh Yen,21.3089,105.6049,VNM,,Asia
Hoa Binh,Hoa Binh,20.8137,105.3383,VNM,105260,Asia
Kon Tum,Kon Tum,14.3838,107.9833,VNM,105489,Asia
Thành Ph_ Ph_ L_,Thanh Pho Phu Ly,20.5453,105.9122,VNM,,Asia
S_n Tây,Son Tay,21.1382,105.505,VNM,189547,Asia
Hanoi,Hanoi,21.0333,105.85,VNM,4378000,Asia
Cao B_ng,Cao Bang,22.664,106.268,VNM,41112,Asia
Ha Giang,Ha Giang,22.8337,104.9833,VNM,38362,Asia
Da Lat,Da Lat,11.9304,108.42,VNM,256019,Asia
Haiphong,Haiphong,20.83,106.6801,VNM,1969000,Asia
L_ng S_n,Lang Son,21.846,106.757,VNM,148000,Asia
H_ng Yên,Hung Yen,20.6464,106.0511,VNM,,Asia
Hong Gai,Hong Gai,20.9604,107.1,VNM,172915,Asia
C_m Ph_,Cam Pha,21.0404,107.32,VNM,135477,Asia
Buon Me Thuot,Buon Me Thuot,12.667,108.05,VNM,349945,Asia
S_n La,Son La,21.328,103.91,VNM,19054,Asia
Ninh Bình,Ninh Binh,20.2543,105.975,VNM,130517,Asia
Châu __c,Chau Doc,10.7004,105.1167,VNM,70239,Asia
Thái Nguyên,Thai Nguyen,21.6,105.83,VNM,500000,Asia
Hai Duong,Hai Duong,20.942,106.331,VNM,58030,Asia
Tuy Hòa,Tuy Hoa,13.082,109.316,VNM,69596,Asia
Vinh,Vinh,18.7,105.68,VNM,593645,Asia
Yên Bái,Yen Bai,21.705,104.875,VNM,96540,Asia
Tam K_,Tam Ky,15.5736,108.474,VNM,,Asia
Gia Ngh_a,Gia Nghia,12.0042,107.6907,VNM,,Asia
_à N_ng,Da Nang,16.0748,108.224,VNM,,Asia
Ho Chi Minh City,Ho Chi Minh City,10.78,106.695,VNM,5314000,Asia
_à L_t,Da Lat,11.9359,108.4429,VNM,,Asia
Nha Trang,Nha Trang,12.25,109.17,VNM,411556,Asia
Cao Lãnh,Cao Lanh,10.467,105.636,VNM,149837,Asia
__ng H_i,Dong Hoi,17.4833,106.6,VNM,189265,Asia
V_nh Long,Vinh Long,10.256,105.964,VNM,103314,Asia
Truc Giang,Truc Giang,10.235,106.375,VNM,59442,Asia
R_ch Giá,Rach Gia,10.0154,105.0914,VNM,300000,Asia
Sóc Tr_ng,Soc Trang,9.6037,105.98,VNM,300000,Asia
Can Tho,Can Tho,10.05,105.77,VNM,1121000,Asia
__ng Xoài,Dong Xoai,11.5349,106.8832,VNM,,Asia
Hon Quan,Hon Quan,11.6504,106.6,VNM,40279,Asia
Hue,Hue,16.47,107.58,VNM,950000,Asia
V_ Thanh,Vi Thanh,9.7845,105.4701,VNM,,Asia
Vi_t Trì,Viet Tri,21.3304,105.43,VNM,350000,Asia
Biên Hòa,Bien Hoa,10.97,106.8301,VNM,652646,Asia
Hà T_nh,Ha Tinh,18.3338,105.9,VNM,165396,Asia
Kon Tum,Kon Tum,14.3545,108.0076,VNM,,Asia
Phan Rang,Phan Rang,11.567,108.9833,VNM,179773,Asia
Phan Thiet,Phan Thiet,10.9337,108.1001,VNM,336846,Asia
Tan An,Tan An,10.5337,106.4167,VNM,137498,Asia
Cà Mau,Ca Mau,9.1774,105.15,VNM,356636,Asia
Tra Vinh,Tra Vinh,9.934,106.334,VNM,131360,Asia
Qui Nhon,Qui Nhon,13.78,109.18,VNM,805290,Asia
Thu Dau Mot,Thu Dau Mot,10.9691,106.6527,VNM,244277,Asia
Tây Ninh,Tay Ninh,11.323,106.147,VNM,126370,Asia
Lai Châu,Lai Chau,22.3964,103.4582,VNM,,Asia
_i_n Biên Ph_,Dien Bien Phu,21.3854,103.0161,VNM,,Asia
Port Vila,Port Vila,-17.7334,168.3166,VUT,44040,Oceania
Isangel,Isangel,-19.5417,169.2817,VUT,,Oceania
Luganville,Luganville,-15.5126,167.1766,VUT,13397,Oceania
Lakatoro,Lakatoro,-16.1056,167.4189,VUT,,Oceania
Saratamata,Saratamata,-15.2869,167.9906,VUT,,Oceania
Sola,Sola,-13.8761,167.5517,VUT,,Oceania
Apia,Apia,-13.8415,-171.7386,WSM,61916,Oceania
Afega,Afega,-13.7973,-171.8531,WSM,,Oceania
Asau,Asau,-13.5196,-172.6378,WSM,,Oceania
Leulumoega,Leulumoega,-13.823,-171.9613,WSM,,Oceania
Safotu,Safotu,-13.4513,-172.4018,WSM,,Oceania
Safotulafai,Safotulafai,-13.6715,-172.1777,WSM,,Oceania
Lufilufi,Lufilufi,-13.8745,-171.5986,WSM,,Oceania
Mulifanua,Mulifanua,-13.8318,-172.036,WSM,,Oceania
Saleaula,Saleaula,-13.4489,-172.3352,WSM,,Oceania
Samamea,Samamea,-13.9338,-171.5312,WSM,,Oceania
Satupa‘itea,Satupa`itea,-13.7659,-172.3269,WSM,,Oceania
Vailoa,Vailoa,-13.7555,-172.307,WSM,,Oceania
Ordino,Ordino,42.5563,1.5327,AND,,Europe
La Massana,La Massana,42.5434,1.5148,AND,,Europe
Canillo,Canillo,42.567,1.5981,AND,,Europe
Andorra,Andorra,42.5,1.5165,AND,53998,Europe
Encamp,Encamp,42.5361,1.5828,AND,,Europe
Sant Julià de Lòria,Sant Julia de Loria,42.4664,1.4933,AND,,Europe
Les Escaldes,Les Escaldes,42.5085,1.5385,AND,,Europe
Al Fujayrah,Al Fujayrah,25.1234,56.3375,ARE,94163,Asia
Dubai,Dubai,25.23,55.28,ARE,1379000,Asia
Ras al Khaymah,Ras al Khaymah,25.7915,55.9428,ARE,160849,Asia
Umm al Qaywayn,Umm al Qaywayn,25.5653,55.5533,ARE,44411,Asia
Abu Dhabi,Abu Dhabi,24.4667,54.3666,ARE,603492,Asia
‘Ajm_n,`Ajman,25.4056,55.4618,ARE,,Asia
Sharjah,Sharjah,25.3714,55.4065,ARE,1103027,Asia
Al Ayn,Al Ayn,24.2305,55.74,ARE,408733,Asia
Kabul,Kabul,34.5167,69.1833,AFG,3277000,Asia
Sharan,Sharan,33.1757,68.7304,AFG,,Asia
Zaranj,Zaranj,31.112,61.887,AFG,49851,Asia
Lashkar Gah,Lashkar Gah,31.583,64.36,AFG,201546,Asia
Kandahar,Kandahar,31.61,65.6949,AFG,715542,Asia
Tarin Kowt,Tarin Kowt,32.6333,65.8667,AFG,10000,Asia
Herat,Herat,34.33,62.17,AFG,481009,Asia
Ghazni,Ghazni,33.5633,68.4178,AFG,141000,Asia
Ma_d_n Shahr,Maidan Shahr,34.3956,68.8662,AFG,,Asia
Andkhvoy,Andkhvoy,36.9317,65.1015,AFG,71730,Asia
Pol-e Khomri,Pol-e Khomri,35.9511,68.7011,AFG,56369,Asia
Mazar-e Sharif,Mazar-e Sharif,36.7,67.1,AFG,458151,Asia
Sar-e Pul,Sar-e Pul,36.2154,65.9325,AFG,,Asia
Meymaneh,Meymaneh,35.9302,64.7701,AFG,199795,Asia
Gardiz,Gardiz,33.6001,69.2146,AFG,103601,Asia
Asadabad,Asadabad,34.866,71.15,AFG,48400,Asia
Jalalabad,Jalalabad,34.4415,70.4361,AFG,597971,Asia
Zareh Sharan,Zareh Sharan,32.85,68.4167,AFG,13737,Asia
Mehtar Lam,Mehtar Lam,34.65,70.1667,AFG,17345,Asia
Aybak,Aybak,36.261,68.04,AFG,24000,Asia
Sheberghan,Sheberghan,36.658,65.7383,AFG,93241,Asia
Kh_st,Khost,33.3395,69.9204,AFG,,Asia
Farah,Farah,32.3917,62.0968,AFG,73647,Asia
Mahmud-E Eraqi,Mahmud-E Eraqi,35.0167,69.3333,AFG,7407,Asia
Qala i Naw,Qala i Naw,34.983,63.1333,AFG,2997,Asia
Feyzabad,Feyzabad,37.1298,70.5792,AFG,64704,Asia
Charikar,Charikar,35.0183,69.1679,AFG,53676,Asia
N_l_,Nili,33.7218,66.1302,AFG,,Asia
B_z_rak,Bazarak,35.3129,69.5152,AFG,,Asia
Kondoz,Kondoz,36.728,68.8725,AFG,259809,Asia
Qalat,Qalat,32.1123,66.8868,AFG,12191,Asia
Taloqan,Taloqan,36.73,69.54,AFG,64256,Asia
Mayda Shahr,Mayda Shahr,34.45,68.8,AFG,35008,Asia
Balkh,Balkh,36.7501,66.8997,AFG,179969,Asia
Baghlan,Baghlan,36.1393,68.6993,AFG,218748,Asia
Bamian,Bamian,34.8211,67.521,AFG,61863,Asia
Karokh,Karokh,34.4868,62.5918,AFG,17484,Asia
Baraki Barak,Baraki Barak,33.9667,68.9667,AFG,22305,Asia
Pul-e ‘Alam,Pul-e `Alam,33.9953,69.0227,AFG,,Asia
P_r_n,Parun,35.4206,70.9226,AFG,,Asia
Chaghcharan,Chaghcharan,34.5167,65.25,AFG,15000,Asia
Saint John's,Saint John's,17.118,-61.85,ATG,35499,North America
Berat,Berat,40.71,19.972,ALB,46866,Europe
Korçë,Korce,40.6167,20.7667,ALB,58259,Europe
Librazhd,Librazhd,41.2,20.3667,ALB,12691,Europe
Gjirokastër,Gjirokaster,40.079,20.149,ALB,23437,Europe
Pukë,Puke,42.0333,19.8833,ALB,6495,Europe
Krujë,Kruje,41.519,19.797,ALB,21286,Europe
Tepelenë,Tepelene,40.2833,20.0333,ALB,11955,Europe
Rrëshen,Rreshen,41.7833,19.8167,ALB,10064,Europe
Çorovodë,Corovode,40.5167,20.2333,ALB,14046,Europe
Shkodër,Shkoder,42.0685,19.5188,ALB,155767,Europe
Lushnjë,Lushnje,40.94,19.716,ALB,41469,Europe
Ersekë,Erseke,40.3333,20.6833,ALB,7890,Europe
Bajram Curri,Bajram Curri,42.3333,20.0833,ALB,7967,Europe
Durrës,Durres,41.3178,19.4482,ALB,142432,Europe
Burrel,Burrel,41.626,20.016,ALB,15405,Europe
Kukës,Kukes,42.083,20.434,ALB,17832,Europe
Gramsh,Gramsh,40.8667,20.2,ALB,11556,Europe
Lezhë,Lezhe,41.788,19.654,ALB,18695,Europe
Sarandë,Sarande,39.877,20,ALB,15147,Europe
Përmet,Permet,40.234,20.352,ALB,10686,Europe
Pogradec,Pogradec,40.9,20.664,ALB,40000,Europe
Vlorë,Vlore,40.4774,19.4982,ALB,89546,Europe
Elbasan,Elbasan,41.1215,20.0838,ALB,165010,Europe
Peshkopi,Peshkopi,41.6833,20.4333,ALB,14848,Europe
Fier,Fier,40.73,19.573,ALB,82297,Europe
Tirana,Tirana,41.3275,19.8189,ALB,895350,Europe
Yerevan,Yerevan,40.1812,44.5136,ARM,1102000,Asia
Gyumri,Gyumri,40.7894,43.8475,ARM,148381,Asia
Gavarr,Gavarr,40.3589,45.1267,ARM,21680,Asia
Artashat,Artashat,39.9539,44.5506,ARM,20562,Asia
Yeghegnadzor,Yeghegnadzor,39.7611,45.3333,ARM,8200,Asia
Armavir,Armavir,40.1545,44.0382,ARM,,Asia
Ijevan,Ijevan,40.8788,45.1485,ARM,,Asia
Hrazdan,Hrazdan,40.4941,44.7602,ARM,,Asia
Vanadzor,Vanadzor,40.8128,44.4883,ARM,101098,Asia
Ashtarak,Ashtarak,40.3017,44.3592,ARM,18779,Asia
Kapan,Kapan,39.2075,46.4058,ARM,,Asia
Ijevan,Ijevan,40.8756,45.1492,ARM,14737,Asia
Luiana,Luiana,-17.3695,23,AGO,150,Africa
Mavinga,Mavinga,-15.7895,20.36,AGO,30000,Africa
Benguela,Benguela,-12.5783,13.4072,AGO,151226,Africa
Cangamba,Cangamba,-13.6996,19.86,AGO,1307,Africa
Cabinda,Cabinda,-5.5596,12.19,AGO,91791,Africa
Xangongo,Xangongo,-16.74,14.97,AGO,447,Africa
Lubango,Lubango,-14.9167,13.5,AGO,,Africa
Huambo,Huambo,-12.75,15.76,AGO,1100000,Africa
Chitado,Chitado,-17.3196,13.92,AGO,500,Africa
Luena,Luena,-11.79,19.9,AGO,21115,Africa
Mucusso,Mucusso,-18.0195,21.43,AGO,100,Africa
Ndalatando,Ndalatando,-9.2995,14.91,AGO,8144,Africa
Ondjiva,Ondjiva,-17.0696,15.73,AGO,10169,Africa
Mbanza-Congo,Mbanza-Congo,-6.2696,14.24,AGO,60182,Africa
