city,city_ascii,lat,lng,iso3,population,continent
Damanhûr,Damanhur,31.0504,30.47,EGY,500000,Africa
Luxor,Luxor,25.7,32.65,EGY,609248,Africa
Rashid,Rashid,31.4604,30.39,EGY,199509,Africa
Kafr el Sheikh,Kafr el Sheikh,31.109,30.936,EGY,143970,Africa
Tessenei,Tessenei,15.1104,36.6575,ERI,15255,Africa
Mendefera,Mendefera,14.886,38.8163,ERI,257390,Africa
Assab,Assab,13.01,42.73,ERI,105496,Africa
Agordat,Agordat,15.549,37.8867,ERI,28600,Africa
Barentu,Barentu,15.1058,37.5907,ERI,,Africa
Massawa,Massawa,15.6101,39.45,ERI,142564,Africa
Asmara,Asmara,15.3333,38.9333,ERI,620802,Africa
Keren,Keren,15.6804,38.45,ERI,150000,Africa
Adigrat,Adigrat,14.2804,39.47,ETH,104021,Africa
Aksum,Aksum,14.1304,38.72,ETH,47487,Africa
Gondar,Gonder,12.61,37.46,ETH,156230,Africa
Nazret,Nazret,8.55,39.27,ETH,476892,Africa
Sodo,Sodo,6.9,37.75,ETH,65737,Africa
Asela,Asela,7.9504,39.1399,ETH,82240,Africa
Dila,Dila,6.4104,38.31,ETH,47021,Africa
Nagele,Nagele,5.3166,39.5833,ETH,11772,Africa
Dembi Dolo,Dembi Dolo,8.5337,34.8,ETH,27780,Africa
Dese,Dese,11.13,39.63,ETH,183802,Africa
Bahir Dar,Bahir Dar,11.6001,37.3833,ETH,206748,Africa
Hagere Hiywet,Hagere Hiywet,8.9804,37.85,ETH,43920,Africa
Gode,Gode,5.95,43.45,ETH,75000,Africa
Giyon,Giyon,8.5304,37.97,ETH,114534,Africa
Shashemene,Shashemene,7.2004,38.59,ETH,114350,Africa
Hosaina,Hosaina,7.5504,37.85,ETH,89300,Africa
Nekemte,Nekemte,9.0905,36.53,ETH,73018,Africa
Yirga Alem,Yirga Alem,6.7504,38.41,ETH,36292,Africa
Gore,Gore,8.149,35.537,ETH,9352,Africa
Gimbi,Gimbi,9.167,35.8333,ETH,31809,Africa
Jima,Jima,7.68,36.83,ETH,128306,Africa
Debre Markos,Debre Markos,10.34,37.72,ETH,70758,Africa
Dolo Bay,Dolo Bay,4.1833,42.0833,ETH,11810,Africa
Arba Minch,Arba Minch,6.04,37.55,ETH,69622,Africa
Awasa,Awasa,7.06,38.477,ETH,133097,Africa
Asosa,Asosa,10.067,34.5333,ETH,30512,Africa
Gamb_la,Gambela,8.25,34.5833,ETH,,Africa
Jijiga,Jijiga,9.3504,42.79,ETH,56821,Africa
Goba,Goba,7.01,39.97,ETH,34369,Africa
Addis Ababa,Addis Ababa,9.0333,38.7,ETH,3100000,Africa
Semera,Semera,11.501,41.201,ETH,,Africa
Bati,Bati,11.1837,40.0166,ETH,19260,Africa
Dire Dawa,Dire Dawa,9.59,41.86,ETH,252279,Africa
Mekele,Mekele,13.5,39.47,ETH,95856,Africa
Debre Birhan,Debre Birhan,9.6804,39.53,ETH,65231,Africa
Harar,Harar,9.32,42.15,ETH,174994,Africa
Tchibanga,Tchibanga,-2.857,11.027,GAB,19365,Africa
Gamba,Gamba,-2.65,10,GAB,9928,Africa
Libreville,Libreville,0.3854,9.458,GAB,578156,Africa
Omboué,Omboue,-1.5662,9.25,GAB,1667,Africa
Ndende,Ndende,-2.3829,11.3833,GAB,6200,Africa
Mayumba,Mayumba,-3.4166,10.65,GAB,3996,Africa
Moanda,Moanda,-1.5655,13.2,GAB,30151,Africa
Mouila,Mouila,-1.8662,11.0167,GAB,28000,Africa
Okandja,Okandja,-0.6829,13.7833,GAB,7155,Africa
Franceville,Franceville,-1.6333,13.5833,GAB,42967,Africa
Oyem,Oyem,1.6166,11.5833,GAB,43423,Africa
Makokou,Makokou,0.5671,12.8666,GAB,17070,Africa
Mitzik,Mitzik,0.7837,11.5666,GAB,4111,Africa
Bitam,Bitam,2.0837,11.4834,GAB,17637,Africa
Mékambo,Mekambo,1.0171,13.9333,GAB,3170,Africa
Koulamoutou,Koulamoutou,-1.1329,12.4833,GAB,16222,Africa
Bifoum,Bifoum,-0.3329,10.3832,GAB,134,Africa
Port-Gentil,Port-Gentil,-0.72,8.78,GAB,116836,Africa
Lambaréné,Lambarene,-0.6996,10.2166,GAB,25310,Africa
Ho,Ho,6.6004,0.47,GHA,93044,Africa
Bolgatanga,Bolgatanga,10.7904,-0.85,GHA,82177,Africa
Yendi,Yendi,9.4337,-0.0167,GHA,42972,Africa
Tamale,Tamale,9.4004,-0.84,GHA,360579,Africa
Sunyani,Sunyani,7.336,-2.336,GHA,70299,Africa
Berekum,Berekum,7.4504,-2.59,GHA,46287,Africa
Kumasi,Kumasi,6.69,-1.63,GHA,1646000,Africa
Wa,Wa,10.0604,-2.5,GHA,78107,Africa
Cape Coast,Cape Coast,5.1104,-1.25,GHA,143015,Africa
Sekondi,Sekondi,4.9433,-1.704,GHA,286248,Africa
Bawku,Bawku,11.0604,-0.24,GHA,73594,Africa
Nkawkaw,Nkawkaw,6.5505,-0.78,GHA,62667,Africa
Koforidua,Koforidua,6.0904,-0.26,GHA,156653,Africa
Winneba,Winneba,5.3504,-0.63,GHA,44254,Africa
Accra,Accra,5.55,-0.2167,GHA,2121000,Africa
Tema,Tema,5.6404,0.01,GHA,209000,Africa
Obuasi,Obuasi,6.1904,-1.66,GHA,180117,Africa
Bansang,Bansang,13.4336,-14.65,GMB,7615,Africa
Banjul,Banjul,13.4539,-16.5917,GMB,43094,Africa
Basse Santa Su,Basse Santa Su,13.31,-14.223,GMB,14380,Africa
Brikama,Brikama,13.2804,-16.6599,GMB,195136,Africa
Georgetown,Georgetown,13.551,-14.767,GMB,3584,Africa
Kerewan,Kerewan,13.494,-16.095,GMB,2751,Africa
Mansa Konko,Mansa Konko,13.3773,-15.6786,GMB,18672,Africa
Kanifing,Kanifing,13.4464,-16.6744,GMB,,Africa
Conakry,Conakry,9.5315,-13.6802,GIN,1494000,Africa
Faranah,Faranah,10.0404,-10.75,GIN,19469,Africa
Kankan,Kankan,10.39,-9.31,GIN,114009,Africa
Labé,Labe,11.32,-12.3,GIN,140575,Africa
Boké,Boke,10.94,-14.3,GIN,116270,Africa
Mamou,Mamou,10.3804,-12.1,GIN,71153,Africa
Kindia,Kindia,10.06,-12.87,GIN,117062,Africa
Kamsar,Kamsar,10.6854,-14.605,GIN,34973,Africa
Nzérékoré,Nzerekore,7.76,-8.83,GIN,168121,Africa
Fria,Fria,10.3804,-13.55,GIN,23729,Africa
Forecariah,Forecariah,9.43,-13.098,GIN,12358,Africa
Yomou,Yomou,7.5704,-9.27,GIN,3614,Africa
Tongue,Tongue,11.44,-11.67,GIN,25531,Africa
Télimélé,Telimele,10.905,-13.043,GIN,30311,Africa
Siguiri,Siguiri,11.4171,-9.1666,GIN,50159,Africa
Pita,Pita,11.08,-12.401,GIN,20052,Africa
Mali,Mali,12.084,-12.301,GIN,5479,Africa
Macenta,Macenta,8.5504,-9.48,GIN,43102,Africa
Kouroussa,Kouroussa,10.653,-9.892,GIN,14223,Africa
Koundara,Koundara,12.48,-13.296,GIN,13990,Africa
Kissidougou,Kissidougou,9.1905,-10.12,GIN,66815,Africa
Kérouané,Kerouane,9.2704,-9.02,GIN,15406,Africa
Gueckedou,Gueckedou,8.554,-10.151,GIN,221715,Africa
Gaoual,Gaoual,11.754,-13.213,GIN,7461,Africa
Dinguiraye,Dinguiraye,11.299,-10.726,GIN,6062,Africa
Dabola,Dabola,10.748,-11.109,GIN,13057,Africa
Boffa,Boffa,10.185,-14.043,GIN,2332,Africa
Beyla,Beyla,8.687,-8.657,GIN,13204,Africa
Dalaba,Dalaba,10.656,-12.272,GIN,6349,Africa
Malabo,Malabo,3.75,8.7833,GNQ,155963,Africa
Palé,Pale,-1.4014,5.6325,GNQ,,Africa
Evinayong,Evinayong,1.45,10.5667,GNQ,8462,Africa
Mongomo,Mongomo,1.6337,11.3166,GNQ,6560,Africa
Bata,Bata,1.87,9.77,GNQ,173046,Africa
Ebebiyín,Ebebiyin,2.1511,11.3353,GNQ,,Africa
Calatrava,Calatrava,1.1164,9.4186,GNQ,628,Africa
Luba,Luba,3.45,8.55,GNQ,8655,Africa
Fulacunda,Fulacunda,11.773,-15.195,GNB,1311,Africa
Farim,Farim,12.493,-15.227,GNB,6792,Africa
Bafatá,Bafata,12.167,-14.666,GNB,29704,Africa
Bissau,Bissau,11.865,-15.5984,GNB,403339,Africa
Bolama,Bolama,11.583,-15.4828,GNB,10769,Africa
Buba,Buba,11.5889,-14.9958,GNB,,Africa
Cacheu,Cacheu,12.269,-16.165,GNB,10490,Africa
Catió,Catio,11.2167,-15.1667,GNB,9898,Africa
Gabú,Gabu,12.28,-14.234,GNB,14430,Africa
Quinhámel,Quinhamel,11.8869,-15.8556,GNB,,Africa
Namanga,Namanga,-2.5396,36.8,KEN,13193,Africa
Nairobi,Nairobi,-1.2833,36.8167,KEN,3010000,Africa
Moyale,Moyale,3.52,39.05,KEN,24837,Africa
Malindi,Malindi,-3.21,40.1,KEN,94016,Africa
Kisumu,Kisumu,-0.09,34.75,KEN,395615,Africa
Mwingi,Mwingi,-0.9296,38.07,KEN,11219,Africa
Eldama Ravine,Eldama Ravine,0.0504,35.72,KEN,17581,Africa
Nanyuki,Nanyuki,0.0204,37.06,KEN,36142,Africa
Mombasa,Mombasa,-4.04,39.6899,KEN,882000,Africa
Tsavo,Tsavo,-2.9828,38.4666,KEN,414,Africa
Nyeri,Nyeri,-0.417,36.951,KEN,51084,Africa
Voi,Voi,-3.3696,38.57,KEN,36487,Africa
Garissa,Garissa,-0.4396,39.67,KEN,67861,Africa
Kendu Bay,Kendu Bay,-0.3596,34.64,KEN,91248,Africa
Kakamega,Kakamega,0.2904,34.73,KEN,63426,Africa
Sotik,Sotik,-0.6796,35.12,KEN,71285,Africa
Nakuru,Nakuru,-0.28,36.07,KEN,364727,Africa
Witu,Witu,-2.3796,40.43,KEN,5380,Africa
Embu,Embu,-0.5196,37.45,KEN,58620,Africa
Homa Bay,Homa Bay,-0.5273,34.4571,KEN,,Africa
Isiolo,Isiolo,0.3546,37.5822,KEN,,Africa
Iten,Iten,0.6703,35.5081,KEN,,Africa
Kabarnet,Kabarnet,0.4919,35.743,KEN,,Africa
Kajiado,Kajiado,-1.8524,36.7768,KEN,,Africa
Kapenguria,Kapenguria,1.2389,35.1119,KEN,,Africa
Kapsabet,Kapsabet,0.2039,35.105,KEN,,Africa
Kericho,Kericho,-0.3596,35.28,KEN,98852,Africa
Kerugoya,Kerugoya,-0.4989,37.2803,KEN,,Africa
Kiambu,Kiambu,-1.1714,36.8356,KEN,,Africa
Kilifi,Kilifi,-3.6096,39.85,KEN,80339,Africa
Kisii,Kisii,-0.6696,34.76,KEN,28547,Africa
Kitale,Kitale,1.0305,34.9899,KEN,150495,Africa
Kitui,Kitui,-1.367,38.0106,KEN,,Africa
Kwale,Kwale,-4.1737,39.4521,KEN,,Africa
Lamu,Lamu,-2.262,40.9197,KEN,24525,Africa
Lodwar,Lodwar,3.1304,35.57,KEN,20219,Africa
Machakos,Machakos,-1.5095,37.26,KEN,144925,Africa
Mandera,Mandera,3.9414,41.8625,KEN,,Africa
Maralal,Maralal,1.1105,36.68,KEN,20841,Africa
Marsabit,Marsabit,2.33,37.98,KEN,16460,Africa
Mbale,Mbale,0.0821,34.7214,KEN,,Africa
Meru,Meru,0.06,37.64,KEN,47226,Africa
Migori,Migori,-1.0634,34.4731,KEN,,Africa
Murang’a,Murang'a,-0.721,37.1526,KEN,,Africa
Mwatate,Mwatate,-3.505,38.3772,KEN,,Africa
Narok,Narok,-1.0808,35.8711,KEN,,Africa
Nyamira,Nyamira,-0.5633,34.9358,KEN,,Africa
Ol Kalou,Ol Kalou,-0.2643,36.3788,KEN,,Africa
Rumuruti,Rumuruti,0.2725,36.5381,KEN,,Africa
Siaya,Siaya,0.0612,34.2882,KEN,,Africa
Wajir,Wajir,1.7504,40.05,KEN,45771,Africa
Wote,Wote,-1.7808,37.6288,KEN,,Africa
Busia,Busia,0.4586,34.116,KEN,,Africa
Kathwana,Kathwana,-0.3314,37.8686,KEN,,Africa
Bomet,Bomet,-0.7813,35.3416,KEN,,Africa
Bungoma,Bungoma,0.5704,34.56,KEN,55962,Africa
Eldoret,Eldoret,0.52,35.27,KEN,353381,Africa
Hola,Hola,-1.4993,40.0301,KEN,,Africa
Karungu,Karungu,-0.8496,34.15,KEN,2376,Africa
Naivasha,Naivasha,-0.7096,36.43,KEN,43983,Africa
Thika,Thika,-1.0396,37.09,KEN,99322,Africa
Konza,Konza,-1.7496,37.12,KEN,2004,Africa
Moroni,Moroni,-11.7042,43.2402,COM,128698,Africa
